Version,College Name,Location,Date,No of Participants Attended,No of Sessions,Session Duration,Usage
online,Virtual Lab Online,"Mepco Schlenk Engineering College, Sivakasi",2016-01-22,14614,20,02:00,14614
online,Virtual Lab Online,"Eswar College of Engineering, Guntur",2016-01-29,1562,7,02:00,1562
online,Virtual Lab Online,"Sreepathy Institute of Management And Technology, Palakad",2016-02-06,288,2,02:00,288
online,Virtual Lab Online,"Dhirajlal Gandhi College Of Technology, Salem",2016-02-12,883,8,02:00,883
online,Virtual Lab Online,"M Kumarasamy College of Engineering, Karur",2016-02-19,1292,10,02:00,1292
online,Virtual Lab Online,"Gudlavalleru Engineering College, Gudlavalleru, AP",2016-02-26,816,5,02:00,816
online,Virtual Lab Online,"Nagarjuna College of Engineering and Technology, Devanahalli, Bengaluru",2016-03-04,9140,40,02:00,9140
online,Virtual Lab Online,"Er Perumal Manimekalai College of Engineering, Hosur",2016-03-18,8932,20,02:00,8932
online,Virtual Lab Online,"V V College of Engineering,Tisaiyanvilai",2016-04-01,2781,6,02:00,2781
online,Virtual Lab Online,"Dr NGP Institute of Technology, Coimbatore",2016-04-08,1997,8,02:00,1997
online,Virtual Lab Online,"Kingston Engineering College, Vellore",2016-04-29,214,2,02:00,214
online,Virtual Lab Online,S Veerasamy Chettiar College Of Engineering And Technology  Tamil Nadu,2016-04-30,310,2,02:00,310
online,Virtual Lab Online,"Bannari Amman Institute of Technology, Sathyamangalam, TN",2016-05-03,682,4,02:00,682
online,Virtual Lab Online,"Ramco Institute of Technology, Rajapalayam",2016-05-13,2115,12,02:00,2115
online,Virtual Lab Online,"Roever Engineering College, Perambalur, TN",2016-05-21,603,6,02:00,603
online,Virtual Lab Online,"Sir M Visvesvaraya Institute Of Technology, Hunasamaranahalli",2016-05-27,368,3,02:00,368
online,Virtual Lab Online,"Chettinad College of Engineering and Technology, Karur",2016-05-28,259,2,02:00,259
online,Virtual Lab Online,"NSN College of Engineering and Technology, Manelmedu",2016-06-03,3053,7,02:00,3053
online,Virtual Lab Online,"PSN College of Engineering and Technology, Tiruneliveli",2016-06-04,1686,5,02:00,1686
online,Virtual Lab Online,"Gnanamani College Of Technology, Namakkal",2016-06-10,626,3,02:00,626
online,Virtual Lab Online,"Aditya College of Engineering and Technology,  Surampalem, AP",2016-06-25,1727,9,02:00,1727
online,Virtual Lab Online,"St Dominics College, Kanjirapally",2016-06-27,567,4,02:00,567
online,Virtual Lab Online,"South Travancore Hindu College, Nagercoil",2016-06-30,599,3,02:00,599
online,Virtual Lab Online,"Kalasalingam Academy of Research and Education, Krishnankoil, TN",2016-07-01,7067,24,02:00,7067
online,Virtual Lab Online,"Sri Vidya College Of Engineering and Technology, Virudhunagar, TN",2016-07-08,1374,4,02:00,1374
online,One day workshop on Virtual Laboratory,"B P Poddar Institute of Management and Technology, Kolkata",2017-03-17,120,1,03:00,6000
online,Virtual Lab Online,"Loyola Institute of Technology and Science, Kanyakumari",2016-07-15,377,2,02:00,377
online,Virtual Lab Online,"IFET College of Engineering, Gangarampalayam, TN",2016-07-22,1729,8,02:00,1729
online,Virtual Lab Online,"SSM Institute of Engineering and Technology, Dindigul",2016-07-29,3095,19,02:00,3095
online,Virtual Lab Online,"Siddhivinayak Technical Campus School of Engineering and Research Technology, Shegaon, Maharashtra",2016-08-05,2151,15,02:00,2151
online,Virtual Lab Online,"MVJ College of Engineering, Bangaluru",2016-08-12,730,5,02:00,730
online,Virtual Lab Online,"Shri Rawatpura Sarkar Institute of Technology, Raipur",2016-08-22,342,4,02:00,342
online,Virtual Lab Online,"National Engineering College, Thoothukudi, TN",2016-08-26,3692,15,02:00,3692
online,Virtual Lab Online,"SVS College of Engineering Arasampalayam, TN",2016-08-31,787,2,02:00,787
online,Virtual Lab Online,"Kongu Engineering College, Perundurai,, TN",2016-09-16,2061,5,02:00,2061
online,Virtual Lab Online,"Sarvajanik College of Engineering and Technology, Surat",2016-10-21,1090,8,02:00,1090
online,Virtual Lab Online,"Panimalar Institute of Technology, Chennai",2016-11-25,366,2,02:00,366
online,Workshop on Virtual Labs,"VPMs Maharshi Pashuram College of Engineering, Velneshwar",2017-03-17,60,3,02:00,900
online,Workshop on Virtual Labs,WIT Solapur,2016-12-27,56,3,02:00,840
online,virtual labs,warangal,2017-03-01,102,2,02:00,1120
offline,MJCET College cloud,Hyderabad,2017-03-10,0,1,01:00,0
online,MJCET Online,Hyderabad,2017-03-10,0,1,01:00,0
online,Workshop on Virtual Labs,"VPMs Maharshi Pashuram College of Engineering, Velneshwar",2016-11-24,227,3,02:00,3405
online,virtual labs workshop,ABES Engineering College Ghaziabad Uttar Pradesh,2017-02-28,323,1,01:30,5457
online,virtual labs workshop,Sharda University Greater Noida Uttar Pradesh,2017-03-01,89,6,01:15,2848
online,Virtual labs workshop,Parul Institute Of Engineering And Technology Vadodara Gujarat,2017-03-16,270,17,01:30,4320
offline,Vardhaman Engeering college,"Vardhaman Engeering college,Shamshabad",2017-04-06,0,1,01:00,0
online,One Day Workshop on Virtual Laboratory,"St Thomas College of Engineering and Technology, Kolkata",2017-04-07,120,1,03:00,6000
online,Trial,Trial,2017-04-22,5,1,02:00,100
online,One day workshop on Virtual Laboratory,"Netaji Subhash Engineering College, Kolkata",2017-04-21,152,1,03:00,7600
online,Virtual Labs,Dronacharya College of engineering,2016-07-21,100,5,02:00,10094
online,Virtual labs,"Asia Pacific Institute of Information Technology, Panipat",2016-08-09,169,2,02:00,1000
online,Virtual Labs,Sri Balaji College of Engg and Technology,2016-08-12,148,3,03:00,2000
online,Virtual Labs,"Krishna Institute of Engineering and Technology, Ghaziabad",2016-08-11,224,3,03:00,224
online,Virtual Labs,"Noida Institute of Engineering and Technology, Greater Noida",2016-08-23,151,2,02:00,1500
online,Virtual Labs,"RAM KRISHNA DHARMARTH FOUNDATION, Bhopal",2016-08-27,130,2,03:00,130
online,Virtual Labs,"University of Petroleum and Energy Studies, Dehradun",2016-08-30,162,2,02:00,10000
online,Virtual Labs,"Seth Jai Parkash Mukand Lal Institute Of Engineering And Technology, Yamunanagar",2016-08-31,305,3,03:00,1148
online,Virtual Labs,"The ICFAI University, Dehradun",2016-09-02,175,2,02:00,3840
online,Virtual Labs,Jagannath University,2016-09-06,54,1,01:00,340
online,Virtual Labs,"Jodhpur Institute of Engineering and Technology, Jodhpur",2016-09-06,183,3,03:00,740
online,Virtual Labs,Mangalmay Institute of Technology,2016-09-08,83,2,02:00,1114
online,Virtual Labs,"CT Institute Of Technology and Research, Jalandhar",2016-09-08,189,3,03:00,795
online,Virtual Labs,Guru Nanak Institute of Technology,2016-09-14,417,4,01:00,12000
online,Virtual Labs,SRMS Collg of Engg and Tech,2016-09-16,115,2,01:00,115
online,Virtual Labs,SRMS Collg of Engg and Tech,2016-09-16,115,2,01:00,115
online,Virtual Labs,"North Cap University, Gurgaon",2016-10-17,667,2,01:00,667
online,Virtual Labs,"Ludhiana College of Engineering and Technology, Ludhiana",2016-10-21,106,2,01:00,106
online,Virtual Labs,"GLOBAL INSTITUTE OF MANAGEMENT AND EMERGING TECHNOLOGIES, Amritsar",2016-10-22,490,4,01:00,490
online,Virtual Labs,"Jaypee University of Information Technology, Waknaghat",2016-09-29,663,4,01:00,4333
online,Virtual Labs,"Shivadan Singh Institute of Technology and Management, Aligarh",2016-09-27,80,2,01:00,3500
offline,Virtual Labs on Workshop,"Maharishi Markandeshwar University, Mullana",2016-09-30,266,3,01:00,400
online,Virtual Labs,"Krishna Institute of Engineering and Technology, Ghaziabad",2016-10-03,203,3,01:00,2800
online,Virtual Labs,Dronacharya Grp of Institutions,2016-10-25,246,3,01:00,7212
online,Virtual Labs,Dronacharya Grp of Institutions,2016-10-25,246,3,01:00,246
online,Virtual Labs,"St Soldier Institute of Engineering and Technology, Jalandhar",2016-11-09,196,3,01:00,7500
online,Virtual Labs,Panipat Institute of Engineering and Technology,2017-02-03,269,3,01:00,7000
online,Virtual Labs,"Modern Institute of Technology and Research Centre, Alwar",2017-02-09,149,3,01:00,2708
online,Virtual Labs,"GLOBAL INSTITUTE OF MANAGEMENT AND EMERGING TECHNOLOGIES, Amritsar",2017-02-21,38,3,01:00,38
online,Virtual Labs,"Seth Jai Parkash Mukand Lal Institute Of Engineering And Technology, Radaur",2017-02-23,401,3,01:00,1955
online,Virtual Labs,"Jaypee University of Information Technology, Waknaghat",2017-02-28,60,3,01:00,7930
online,Virtual Labs,The NorthCap University,2017-03-02,242,5,01:00,242
online,Virtual Labs,K R Mangalam University,2017-03-07,81,3,01:00,81
online,Virtual Labs,Shivalik Grp of Institutions,2017-03-07,150,2,01:00,565
online,Virtual Labs,"Kali Charan Nigam Institute of Technology, Banda",2017-03-09,80,2,01:00,80
online,Virtual Labs,"Mahavir Swami Institute of Technology, Sonepat",2017-03-21,275,3,01:00,816
online,Virtual Labs,"Krishna Institute of Engineering and Technology, Ghaziabad",2017-03-22,93,2,01:00,1200
online,Virtual Labs,St Soldiers,2017-03-24,197,3,01:00,2250
online,Virtual Labs,Gulzar Grp of Instutions,2017-03-27,234,3,01:00,234
online,Virtual Labs,World Institute of Technology,2017-03-28,89,2,01:00,89
online,Virtual Labs,Birla Institute of Applied Sciences,2017-04-01,139,32,01:00,139
online,Virtual Labs,Sagar Institute of Research and Technology,2017-04-06,358,4,01:00,4464
online,Virtual Labs,"National Institute for Interdisciplinary Science and Technology, Bhopal",2017-04-07,332,3,01:00,332
online,Virtual Labs,"Jaipur Engineering and Research Centre, Jaipur",2017-04-10,280,3,01:00,280
online,Virtual Labs,JECRC,2017-04-10,NULL,3,01:00,NULL
online,Virtual Labs,JECRC,2017-04-10,280,3,01:00,109751
online,Virtual Labs,R N College of Engg and Technology,2017-04-19,63,2,01:00,63
online,Analog Signal Network and Measurement Virtual Laboratory,"Dr B C Roy Engineering College , Durgapur , WB",2017-01-20,33,1,02:00,25
online,Analog Signal Network and Measurement Lab,"Bankura Unnayani Institute of Engineering,",2017-11-03,NULL,1,02:00,NULL
online,Analog Signal Network and Measurement Virtual Lab,"Bankura Unnayani Institute of Engineering, Pohabagan, Bhagabandh,Bankura",2017-03-11,42,1,02:00,39
online,Analog Signal Network and Measurement Virtual Lab,"Kanpur Institute of Technology, Rooma,Kanpur",2017-02-23,74,1,02:00,44
online,Analog Signals Network and Measurement Virtual Laboratory,"Marwadi Education Foundation Group of Institutions,Rajkot",2017-03-18,30,1,02:00,31
online,Analog Signals Network and Measurement Virtual Laboratory,"National Institute of Science and Technology,Palur Hills, Berhampur",2017-03-31,79,1,02:00,73
online,Analog Signals Network and Measurement Virtual Laboratory,"Institute of Technology, Guru Ghasidas Vishwavidyalaya,Koni, Bilaspur, Chhatishgarh",2017-04-05,33,1,02:00,26
online,Analog Signals Network and Measurement Virtual Laboratory,"Government Engineering College,Koni,Bilaspur",2017-04-05,50,1,02:00,49
online,Analog Signals Network and Measurement Virtual Laboratory,"Christian College of Engineering and Technology,Industrial Estate,Kailash Nagar,Bhilai,Chhattisgarh",2017-04-06,62,1,02:00,59
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2016-12-30,10,1,03:00,10
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2016-12-30,19,2,03:00,57
online,Virtual Labs Workshop,Raisoni College of Engineering,2016-12-30,8,1,03:00,24
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2016-12-31,22,1,03:00,44
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-01-02,65,1,03:00,130
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-01-05,125,3,03:00,250
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-01-05,76,1,03:00,152
online,Virtual Labs Workshop,"Tatyasaheb Kore Institute of Engineering and Technology, Kolapur",2017-01-05,81,1,01:00,81
online,Virtual Labs Workshop,Priyadarshini Institute of Engineering and Technology,2017-01-06,10,2,03:00,10
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-01-06,15,1,03:00,45
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-01-07,22,1,03:00,44
online,Virtual Labs Workshop,Shroff S R Rotary Institute of Chemical Technology,2017-01-10,50,1,03:00,250
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-15,143,2,03:00,172
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-11,116,3,03:00,268
online,Virtual Labs Workshop,Rajarshi Shahu College of Engineering,2017-04-11,470,1,03:00,3629
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-08,120,1,03:00,240
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-07,75,1,03:00,150
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-04-06,12,2,03:00,13
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-05,60,1,03:00,180
online,Virtual Labs Workshop,Saffrony Institute of Technology,2017-04-04,84,1,03:00,129
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-04-03,80,1,03:00,160
online,Virtual Labs Workshop,Dr DY Patil Biotechnology  Bioinformatics Institute,2017-03-31,6,1,03:00,60
online,Virtual Labs Workshop,Bapurao Deshmukh COE Sevagram,2017-03-31,22,1,03:00,174
online,Virtual Labs Workshop,Sigma Institute Of Technology And Engineering Polytecnic,2017-03-31,23,1,03:00,23
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-30,619,3,03:00,1349
online,Virtual Labs Workshop,Marathwada Mitra Mandal  College of Engineering,2017-03-30,80,1,03:00,160
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-27,3,3,03:00,13
online,Basic Electronics Virtual Lab,"Dr  B C Roy Engineering College,Jemua Road, Fuljhore, Durgapur, West Bengal",2017-01-20,33,1,02:00,25
online,Basic Electronics Virtual lab,"Bankura Unnayani Institute of Engineering,Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,42,1,02:00,39
online,Basic Electronics Virtual lab,"Kanpur Institute of Technology, Near Chakeri Thana, UPSIDC Industrial Area, Rooma, Kanpur, Uttar Pradesh",2017-02-23,74,1,02:00,44
online,Computer Organisation and Architecture Virtual Laboratory,Bankura,2017-03-11,34,1,02:00,26
online,Basic Electronics Virtual lab,"Marwadi University ,Rajkot Morbi Road, Rajkot, Gauridad, Gujarat",2017-03-18,31,1,02:00,30
online,Basic Electronics Virtual lab,"National Institute of Science and Technology,Palur Hills, Brahmapur, Odisha",2017-03-31,79,1,02:00,73
online,Soft Computing Tools in Engineering Laboratory,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,34,1,02:00,26
online,Software Engineering Virtual Laboratory,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,34,1,02:00,20
online,Basic Electronics Virtual lab,"Guru Ghasidas Vishwavidyalaya,Bilaspur, Koni, Chhattisgarh",2017-04-05,33,1,02:00,26
online,Advanced Network Technologies Virtual Lab,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,34,1,02:00,30
online,Basic Electronics Virtual lab,"Government Engineering College, Koni, Bilaspur, Chhattisgarh",2017-04-05,50,1,02:00,49
online,Basic Electronics Virtual lab,"Christian College of Engineering and Technology,Kailash Nagar, Industrial Estate, MP Housing Board, Bhilai, Chhattisgarh",2017-04-06,62,1,02:00,59
online,Virtual high voltage lab,"Bankura Unnayani Institute of Engineering,Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,42,1,02:00,39
online,Virtual Laboratory on Multiphase Flow,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",11-3-2017,NULL,1,02:00,NULL
online,Virtual high voltage lab,"Kanpur Institute of Technology,Near Chakeri Thana, UPSIDC Industrial Area, Rooma, Kanpur, Uttar Pradesh",2017-02-23,74,1,02:00,44
online,Virtual Laboratory on Multiphase Flow,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,34,1,02:00,34
online,Virtual high voltage lab,"Marwadi University Rajkot,Rajkot Morbi Road, Rajkot, Gauridad, Gujarat",2017-03-18,34,1,02:00,34
online,Virtual high voltage lab,"National Institute of Science and Technology,Palur Hills, Brahmapur, Odisha",2017-03-31,79,1,02:00,73
online,Kinematics and Dynamics of Mechanism Laboratory,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,34,1,02:00,34
online,Virtual Laboratory on Mechanism and Robotics,"Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,34,1,02:00,34
online,Virtual high voltage lab,"Government Engineering College,Koni, Bilaspur, Chhattisgarh",2017-04-05,50,1,02:00,49
online,Virtual high voltage lab,"Christian College of Engineering and Technology, Kailash Nagar, Industrial Estate, MP Housing Board, Bhilai, Chhattisgarh",2017-04-06,62,1,02:00,59
online,Digital Electronic Circuits Laboratory,"Bankura Unnayani Institute of Engineering, Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-11-03,NULL,1,02:00,NULL
online,Digital Electronic Circuits Laboratory,"Bankura Unnayani Institute of Engineering,Subhankar Nagar, Pohabagan, Bankura, West Bengal",2017-03-11,42,1,02:00,39
online,Digital Electronic Circuits Laboratory,"Kanpur Institute of Technology,Near Chakeri Thana, UPSIDC Industrial Area, Rooma, Kanpur, Uttar Pradesh",2017-02-23,74,1,02:00,44
online,Digital Electronic Circuits Laboratory,"Marwadi University, Rajkot Morbi Road, Rajkot, Gauridad, Gujarat",2017-03-18,31,1,02:00,30
online,Digital Electronic Circuit Laboratory,"Christian College of Engineering and Technology,Kailash Nagar, Industrial Estate, MP Housing Board, Bhilai, Chhattisgarh",2017-04-06,62,1,02:00,59
online,Digital Electronic Circuits Laboratory,"National Institute of Science and Technology,Palur Hills, Brahmapur, Odisha",2017-03-31,79,1,02:00,73
online,Digital Electronic Circuit Laboratory,"Government Engineering College,Koni, Bilaspur, Chhattisgarh",2017-04-05,50,1,02:00,49
online,Digital Electronic Circuit Laboratory,"Guru Ghasidas Vishwavidyalaya,Bilaspur, Koni, Chhattisgarh",2017-04-05,33,1,02:00,26
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-25,222,2,03:00,65
online,Virtual Labs Workshop,Sigma Institute Of Engineering,2017-03-25,130,1,03:00,130
online,Virtual Labs Workshop,"P R Pote Patil Education and Welfare Trusts, College of Engineering and Management",2017-03-24,110,1,03:00,167
online,Virtual Labs Workshop,"Faculty of Engineering, Marwadi Education Foundations Group of Institutions",2017-03-24,21,1,03:00,168
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-24,89,2,03:00,220
online,Virtual Labs Workshop,Marathwada Mitra Mandal College of Engineering,2017-03-23,4,1,03:00,16
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-23,179,2,03:00,421
online,Virtual Labs Workshop,Raisoni College of Engineering,2017-03-23,11,1,03:00,17
online,Virtual Labs Workshop,"P R Pote Patil Education and Welfare Trusts, College of Engineering and Management",2017-03-23,133,1,03:00,144
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-22,232,2,03:00,669
online,Virtual Labs Workshop,"P R Pote Patil Education and Welfare Trusts, College of Engineering and Management",2017-03-22,79,1,03:00,275
online,Virtual Labs Workshop,Viishvakarma institute of Technology,2017-03-22,400,1,03:00,2000
online,Virtual Labs Workshop,"P R Pote Patil Education and Welfare Trusts, College of Engineering and Management",2017-03-21,140,1,03:00,485
online,Virtual Labs Workshop,G H Raisoni College of Engineering,2017-03-21,115,2,03:00,346
