Version,College Name,Location,Date,No of Participants Attended,No of Sessions,Session Duration,Usage
online,Virtual Lab workshop,Tamil Nadu,2019-07-09,414,4,02:30,414
online,Virtual Lab workshop,Bengaluru,2019-07-25,127,2,02:30,127
online,Virtual Lab workshop,Hyderabad,2019-07-26,86,1,02:30,86
online,Virtual Lab Workshop,"Dehradun, Uttarakhand",2019-04-09,128,4,02:00,5120
online,Virtual Lab Workshop,CSD Presentation Hall,2019-06-04,31,3,01:00,279
online,Workshop on Virtual Labs,"Ashoka Institute of Technology And Management, Varanasi, Uttar Pradesh",2019-08-09,103,2,01:30,1133
online,Workshop on Virtual Labs,College of Engineering Pune,2019-06-27,21,3,01:00,441
online,Rustamji Institute of technology tekanpur gwalior,Rustamji Institute of technology Border Security Force Academy Tekanpur Gwalior Madhya Prades,2019-06-03,30,1,01:30,300
online,COEP SERVER,PUNE,2019-11-20,6200,3,01:30,29724
online,Virtual Lab Workshop,"Mangalore, Karnataka",2019-07-25,25,2,01:00,250
online,Smart use of Virtual Laboratory for Faculties and Students,Anantrao Pawar College Of Engineering and Research Pune,2020-04-28,328,3,01:00,328
online,Virtual Lab,"Farah, Mathura",2019-08-09,124,3,00:40,124
online,Virtual Lab,Agra,2019-08-14,64,2,00:30,64
online,Workshop on Virtual Labs,Jaipur Engineering College and Research Centre,2019-08-20,479,3,01:00,1248
online,Workshop on Virtual Labs,"Amity University,  Rupaspur, Patna, Bihar",2019-08-19,39,1,01:00,234
online,Workshop on Virtual Labs,"Sant Baba Bhag Singh University, Village Khiala, Padhiana, Jalandhar, Punjab",2019-08-23,244,4,01:00,13446
online,Workshop on Virtual Labs,"Graphic Era Hill University, Uttarakahnd",2019-08-22,171,4,01:00,1443
online,ECE,"CMR Engineering College, Hyderabad",2019-08-20,214,4,02:30,214
online,ECE,"NMAM Institute of Technology, Nitte",2019-08-21,74,1,03:00,1850
online,Virtual Lab Workshop,Nitte Meenakshi Institute of Technology,2019-08-28,144,2,02:30,4696
online,Mechanical Engineering,Vemana Institute of Technology,2019-08-29,103,2,02:30,4635
online,Virtual Lab Workshop,BMS Institute of Technology and Management,2019-08-30,102,2,02:30,3900
online,Virtual Lab Workshop,R V College of Engineering,2019-08-31,90,2,02:30,2790
online,State-Level Workshop on Virtual Labs,"The ICFAI University, Dehradun",2019-08-28,143,3,01:00,143
online,Workshop on Virtual Labs,"University of Engineering and Management, Jaipur",2019-08-30,94,3,01:00,94
online,Workshop on Virtual Labs,"Hindustan College of Science and Technology, Mathura",2019-08-31,NULL,3,01:00,NULL
online,Virtual Lab Workshop,"SS College of Engineering, Udaipur, Rajasthan",2019-09-05,203,4,02:00,9744
online,Virtual Lab Workshop,"Nathdwara,, Rajsamand ,Rajasthan",2019-09-09,29,1,02:00,2320
online,Virtual Lab Workshop,"Udaipur, Rajasthan",2019-09-04,48,2,02:00,3840
online,Virtual Lab Workshop,"Raipur, Chhattisgarh",2019-09-16,829,7,02:00,26528
online,Virtual Lab Workshop,"Gandhinagar, Gujarat",2019-09-19,368,5,02:00,17664
online,Workshop on Virtual Labs,"Ganga Technical campus, Haryana",2019-08-29,245,2,01:00,370
online,Workshop on Virtual Labs,"Gautam Buddha University, Gr Noida",2019-08-30,270,4,01:00,270
online,Virtual Lab Workshop,"Udaipur, Rajasthan",2019-09-04,139,2,02:00,6672
online,IIT Kanpur,"REC, Banda Uttar Pradesh",2019-08-31,203,2,01:00,2030
online,Faculty of Engineering,Agra,2019-09-02,72,4,00:30,72
online,Workshop on Virtual Labs,Dr D Y Patil School of Engineering Charholi Bk Lohgaon pune,2019-08-16,135,2,01:30,174
online,Workshop on Virtual Labs,"Manav Rachna University, Faridabad",2019-09-09,226,9,01:00,38812
online,Workshop on Virtual Labs,"Jodhpur Insitute of Engineering and Technology, Jodhpur, Rajasthan",2019-09-11,295,4,01:00,1837
online,Workshop on Virtual Labs,"Oriental University, Sanwer Road, Jakhya, Opposite Revati Range, Indore, Madhya Pradesh",2019-09-12,132,2,01:00,132
online,Workshop on Virtual Labs,"ACE Collg of Engineering and Management, Agra",2019-09-13,87,2,01:00,1143
online,Virtual Lab Workshop,Quantum University Roorkee,2019-09-18,22,1,02:00,1056
online,Virtual Lab Workshop,Maharishi Markandeshwar Deemed to be University Haryanaity Mullana,2019-09-25,84,2,02:00,4032
online,IIT Kanpur,REC Kannauj,2019-09-07,172,1,02:00,1720
online,Virtual Lab Workshop,IIT Jammu,2019-09-15,22,1,01:00,220
online,Virtual Lab Workshop,"NITK, Surathkal",2019-09-11,24,1,03:00,672
online,Mechanical and Civil Engineering,"SMVITM, Bantakal",2019-09-20,124,2,02:00,2625
online,Virtual Lab,Agra,2019-09-09,60,4,00:30,300
online,ME,Agra,2019-09-09,300,4,00:30,300
online,Mechanical Engineering,"NMAMIT,Nitte",2019-09-25,96,1,03:00,3072
online,ME mining and CE,"NITK, Surathkal",2019-09-26,47,1,03:00,1692
online,Virtual Lab Workshop,"NITK, Surathkal",2019-09-30,54,1,03:00,1404
online,Virtual Lab Workshop,Khandelwal College of Management Science and Technology,2019-09-27,NULL,4,02:00,NULL
online,EE ME and CSE,Bhubaneshwar Odisha,2019-09-19,99,1,03:00,75
online,Workshop on Virtual Labs,Shetkari Shikshan Mandals Pad  Vasantraodada Patil Institute of Technology  Budhgaon Sangli,2019-09-27,149,3,01:30,236
online,Workshop on Virtual Labs,"Kumaraguru College of Technology,Coimbatore",2019-09-27,101,2,01:30,245
online,Workshop on Virtual Labs,"International Institute of Information Technology, Hinjewadi,Pune",2019-09-24,141,3,01:30,328
online,Workshop on Virtual Labs,Anantrao Pawar College Of Engineering and Research Pune,2019-09-25,127,3,01:00,93
online,Workshop on Virtual Labs,"PESs Modern College of Engineering, Shivajinagar, Pune",2019-09-20,43,2,01:00,43
online,Workshop on Virtual Labs,"G H Raisoni Institute of Engineering and Technology, Pune",2019-09-30,448,4,01:30,530
online,Workshop on Virtual Labs,"Vidyavardhini College of Engineering and Technology, Palghar",2019-09-30,216,2,02:00,216
online,Workshop on Virtual Labs,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon",2019-09-28,617,3,01:30,2858
online,Workshop on Virtual Labs,"Shri Vithal Education and Research Institute, Pandharpur",2019-09-27,150,3,01:30,578
online,Workshop on Virtual Labs,College of Engineering Pune,2019-09-28,145,3,01:30,145
online,IIT Kanpur,Kanpur,2019-09-14,186,8,00:45,14880
online,Workshop on Virtual Labs,"Akhilesh Das Gupta Institute of Technology and Management, Shastri Park, New Delhi",2019-10-11,104,2,02:00,416
online,Workshop on Virtual Labs,"KIET Group of Institutions, Ghaziabad  Meerut Road, Ghaziabad",2019-10-11,133,2,01:30,305
online,Workshop on Virtual Labs,"KIET Group of Institutions, Ghaziabad  Meerut Road, Ghaziabad",2019-10-11,133,2,01:30,438
online,Workshop on Virtual Labs,"KIET Group of Institutions, Ghaziabad  Meerut Road, Ghaziabad",2019-10-11,NULL,2,01:30,NULL
online,Workshop on Virtual Labs,"Walchand Institute of Technology, Solapur",2019-10-11,57,3,01:30,266
online,Virtual Lab Workshop,"Nathdwara,, Rajsamand ,Rajasthan",2019-09-09,111,2,02:00,8880
online,ISE,NITK Surathkal,2019-10-11,61,1,03:00,1220
online,Workshop on Virtual Labs,Galgotias University,2019-07-19,NULL,2,01:00,NULL
online,Workshop on Virtual Labs,"B D College, Patna",2019-08-20,116,2,01:00,116
online,VirtualLabWorkshop,Yenepoya Institute Of Technology,2019-10-23,573,10,02:00,16423
online,CSE,"YENKAPALLY V, MOINABAD",2019-10-30,35,1,02:00,580
online,Virtual Lab Workshop,"Jhansi, Uttar Pradesh",2019-11-04,105,2,02:00,5040
online,Virtual Lab Workshop,"Jodhpur, Rajasthan",2019-11-15,NULL,4,02:00,NULL
online,Workshop on Virtual Labs,"CT University, Ludhiana",2019-10-13,165,2,01:00,165
online,Workshop on Virtual Labs,"Ram Lal Anand College, New Delhi",2019-10-03,201,2,01:00,201
online,Workshop on Virtual Labs,"Modern Institute of Technology and Research Centre, Alwar, Rajasthan",2019-09-30,114,1,01:00,114
online,Workshop on Virtual Labs,"Jaypee Institute of Information Technology, Noida",2019-09-27,150,2,01:00,150
online,Workshop on Virtual Labs,"ASIA PACIFIC INSTITUTE OF INFORMATION TECHNOLOGY SD, Panipat",2019-09-25,149,1,01:00,1589
online,Workshop on Virtual Labs,"Ganga Institute of Technology and Management, Bahadurgarh  Jhajjar Road, Jhajjar District, Kablana, Haryana",2019-09-24,201,2,01:00,431
online,Workshop on Virtual Labs,"Jaypee University of Information Technology, Solan, Himachal Pradesh",2019-09-21,334,5,01:00,5151
online,Workshop on Virtual Labs,"CT Institute of Technology, Jalandhar, Punjab",2019-09-19,384,2,02:00,384
online,Workshop on Virtual Labs,"NGF College of Engineering and Technology, Palwal, Haryana",2019-09-18,123,1,01:00,123
online,Workshop on Virtual Labs,"Chandigarh Engineering College, Landran, Mohali",2019-09-17,115,1,01:00,115
online,Workshop on Virtual Labs,"University of Petroleum and Energy Studies, Prem Nagar, Dehradun, Uttarakhand",2019-10-17,444,3,01:00,2076
online,Workshop on Virtual Labs,"Mewar University, Gangarar, Rajasthan",2019-09-04,190,2,01:00,1270
online,Workshop on Virtual Labs,"Mewar University, Gangarar, Rajasthan",2019-09-04,190,2,01:00,190
online,Workshop on Virtual Labs,"Corporate Institute of Science and Technology, Bhopal",2019-09-25,210,1,02:00,2220
online,Workshop on Virtual Labs,"Raja Balwant Singh Engineering Technical Campus, Bichpuri, Uttar Pradesh",2019-10-22,245,1,01:00,2245
online,Virtual Lab Workshop,"Ludhiana, Punjab",2019-11-07,250,4,02:00,12000
online,EE and ECE,Jodhpur Rajasthan,2019-09-13,62,1,03:00,56
online,CSE,"YENKAPALLY V, MOINABAD",2019-11-01,78,2,02:00,1590
online,EE and ECE,Noida,2019-04-27,14,1,03:00,13
online,EE and ECE,Jaipur Rajasthan,2019-06-10,37,1,03:00,29
online,EE ECE CSE ME MCA,Uluberia West Bengal,2019-08-17,152,1,03:00,136
online,EE ECE CSE,Bankura West Bengal,2019-08-27,59,1,03:00,59
online,EE ECE ME CSE MXTC EXTC,Navi Mumbai Maharashtra,2019-08-29,135,1,02:00,88
online,Virtual Lab Workshop,"Mysore, Karnataka",2019-10-26,145,2,02:30,6235
online,EEE,"NMAM Institute of Technology, Nitte",2019-10-30,31,1,02:30,1320
online,Virtual Lab Workshop,"Vivekananda Institute of Engineering and Technology, Puttur",2019-10-31,248,4,02:00,8797
online,Civil Engineering,CSD Presentation Hall,2019-07-10,16,2,02:00,560
online,Mechanical Engineering,"Canara Engineering College, Benjana Padavu, Mangalore",2019-11-06,120,2,02:00,3600
online,Mechanical and Civil Engineering,CSD Presentation Hall,2019-11-14,61,3,01:00,2135
online,EEE,JOGINPALLY B R ENGINEERING COLLEGE YENKAPALLY,2019-11-09,71,2,02:00,933
online,CSE,JOGINPALLY B R ENGINEERING COLLEGE YENKAPALLY,2019-11-05,24,1,02:00,641
online,CSE,JOGINPALLY B R ENGINEERING COLLEGE YENKAPALLY,2019-11-07,33,1,02:00,700
online,Workshop on Virtual Labs under Digital Pedagogy,"JISCE, Kalyani, Kolkata",2019-11-08,23,1,01:30,23
online,Virtual Lab Workshop,Roorkee,2019-10-14,8,1,02:00,384
online,Virtual Lab Workshop,Roorkee,2019-11-04,18,1,02:00,864
online,Virtual Lab Workshop,Roorkee,2019-11-12,31,1,02:00,1488
online,Virtual Lab Workshop,Roorkee,2019-10-14,36,1,02:00,1728
online,Virtual Lab Workshop,"CSD Presentation Hall, NITK Surathkal",2019-11-16,52,1,01:00,416
online,Workshop on Virtual Labs,"Inderprastha Engineering College, Sahibabad, Ghaziabad, Uttar Pradesh",2019-11-14,47,2,01:00,184
online,Workshop on Virtual Labs,"Inderprastha Engineering College, Sahibabad, Ghaziabad, Uttar Pradesh",2019-11-14,47,2,01:00,184
online,EE and ECE,Jadan Rajasthan,2019-09-14,67,1,03:00,63
online,EE ECE ME,Purulia West Bengal,2019-11-15,136,1,03:00,104
online,IT,Joginpally B R Engineering College,2019-11-11,29,1,02:00,845
online,IT,Joginpally B R Engineering College,2019-11-09,31,1,02:00,406
online,IT,Joginpally B R Engineering College,2019-11-02,22,1,02:00,221
online,EE ECE CSE,"Bhubaneshwar, Odisha",2019-09-20,66,1,03:00,49
online,CSE.EE.MECH.CIVIL,"BHUBANESWAR,ODISHA",2019-11-28,99,1,02:00,99
online,Civil Engineering,CSD Presentation Hall,2019-11-20,26,1,02:00,338
online,EE ECE CSE,Berhampur Odisha,2019-09-21,155,1,03:00,146
online,EE ECE CSE,Berhampur Odisha,2019-09-21,84,1,03:00,76
online,EE ECE CSE,Bhubaneshwar Odisha,2019-09-22,65,1,03:00,64
online,EE ECE CSE ME,Kolkata West Bengal,2019-11-01,137,1,03:00,128
online,EE ECE CSE ME,Kalyani West Bengal,2019-11-08,211,2,03:00,202
online,EE ECE,Gaya Bihar,2019-04-25,67,1,03:00,40
online,Virtual Lab Workshop,CSD Presentation Hall,2019-11-27,NULL,1,02:00,NULL
online,EC,Vadodara,2019-11-27,NULL,1,02:00,NULL
online,EE,Vadodara,2019-09-25,NULL,1,02:00,NULL
online,Workshop on Virtual Labs,"Amity University, Lucknow Campus, Lucknow, Uttar Pradesh",2020-01-09,NULL,2,01:00,NULL
online,EE,Allahabad Uttar Pradesh,2019-11-21,45,1,03:00,37
online,EE and ECE,Greater Noida Uttar Pradesh,2019-11-23,35,1,03:00,29
online,ECE,Joginpally B R Engineering College,2019-11-28,23,1,02:00,115
online,Virtual Lab Workshop,"J S S Academy of Technical Education, Bengaluru",2019-12-13,136,2,02:30,5440
online,Virtual Lab Workshop,"Dr T Thimmaiah Institute of Technology, Kolar",2019-12-12,44,2,02:30,1760
online,Virtual Lab Workshop,CSD Presentation Hall,2019-12-10,32,1,01:00,448
online,FDP,"St Joseph Engineering College, Mangalore",2019-12-12,20,1,01:00,400
online,Virtual Lab Workshop,NITK Surathkal,2019-12-13,15,1,01:00,448
online,ECE,JOGINPALLY B R ENGINEERING COLLEGE YENKAPALLY,2019-12-09,20,1,02:00,132
online,test,hyd,2019-12-17,0,0,21:21,0
online,vlabs test,iiit,2019-12-10,0,4,02:00,0
online,outreach test,hyderabad,2019-12-11,NULL,3,02:00,NULL
online,test18,hyderabad,2019-12-13,122,3,02:00,1000
online,trial 3,hyderabad,2019-12-13,NULL,2,02:00,NULL
online,test10,hyderabad,2019-12-15,12,13,12:12,12
online,test21,hyderabad,2019-12-13,NULL,2,02:00,NULL
online,test,test,2019-12-25,100,3,02:30,100
online,test,test,2019-12-25,6,3,02:00,111
online,test,test,2019-12-26,12,12,12:12,12
online,test,test,2019-12-21,12,12,12:17,12
online,test1,test,2019-12-25,1,6,01:30,1
online,Virtual Labs - IT,Hyderabad,2019-10-05,30,1,02:00,323
online,Virtual Labs - Vignan hyd,"Near Ramoji film city, Deshmuki Village, Yadadri, Bhuvanagiri, Telangana",2019-12-30,261,4,02:00,5427
online,Digital signal and image processing,Hyderabad,2019-12-30,NULL,3,02:00,NULL
online,image processing,Hyderabad,2019-12-30,NULL,2,02:00,NULL
online,Virtual Labs - IT,Hyderabad,2019-11-11,30,1,02:00,429
online,Virtual Labs - IT,Hyderabad,2019-11-14,84,2,03:00,425
online,Virtual Labs - IT,Hyderabad,2019-11-16,125,2,03:00,1410
online,Virtual Labs - IT,Hyderabad,2019-11-23,38,1,01:00,389
online,Virtual Lab Workshop,"Alvas Institute of Engineering and Technology, Mijar",2020-01-08,65,2,02:30,3878
online,Virtual Lab workshop,CSD Presentation Hall,2020-01-03,44,1,01:30,484
online,Civil Engineering,CSD Presentation Hall,2020-01-08,75,1,02:00,2625
online,Virtual Lab Workshop,"GEC Wayanad, Mananthavady",2020-01-07,35,1,02:00,700
online,Virtual Labs Workshop,"Vidya Vikas Education Trusts, Universal College of Engineering",2019-07-03,168,1,02:00,480
online,Virtual Lab,"Mahatma Gandhi Institute of Technology,Hyderabad",2019-11-02,610,25,03:00,6705
online,Virtual Labs Workshop,"JD College of Engineering and Management, Nagpur",2019-01-12,133,1,01:00,153
online,Virtual Labs Workshop,"JD College of Engineering and Management, Nagpur",2019-02-25,128,1,01:00,145
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-01-04,110,2,01:00,313
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-03-19,142,2,01:00,896
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-04-01,135,2,01:00,901
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-04-11,120,1,01:00,730
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-07-04,103,1,01:00,367
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-08-01,105,1,01:00,221
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-08-22,103,1,01:00,240
online,Virtual Labs Workshop,AISSMS College  of Engineering Pune,2019-10-03,107,1,01:00,341
online,Virtual Labs Workshop,Babaria Insitute of Technology,2019-09-02,104,1,01:00,240
online,Virtual Labs Workshop,Babaria Insitute of Technology,2019-09-10,103,1,01:00,226
online,Virtual Labs Workshop,Babaria Insitute of Technology,2019-09-24,156,2,01:00,254
online,Virtual Labs Workshop,Babaria Insitute of Technology,2019-10-01,120,2,01:00,490
online,Virtual Labs Workshop,Babaria Insitute of Technology,2019-10-12,135,2,01:00,313
online,Virtual Labs Workshop,Babaria Insitute of Technology,2019-10-15,176,2,01:00,729
online,Virtual Labs Workshop,"Shri Sant Gajanan Maharaj College of Engineering, Shegaon",2019-04-10,188,2,01:00,2405
online,Virtual Labs Workshop,"SKN Sinhgad college of Engineering,Korti, Pandharpur",2019-02-04,182,2,01:00,253
online,Virtual Labs Workshop,"SKN Sinhgad college of Engineering,Korti, Pandharpur",2019-04-16,171,2,01:00,253
online,Virtual Labs Workshop,"SKN Sinhgad college of Engineering,Korti, Pandharpur",2019-08-07,110,2,01:00,136
online,Virtual Labs Workshop,"SKN Sinhgad college of Engineering,Korti, Pandharpur",2019-08-29,132,1,01:00,199
online,Virtual Labs Workshop,"SKN Sinhgad college of Engineering,Korti, Pandharpur",2019-09-19,132,1,01:00,246
online,Virtual Labs Workshop,"SKN Sinhgad college of Engineering,Korti, Pandharpur",2019-10-01,119,1,01:00,128
online,Virtual Labs Workshop,Vishwakarma  Government Engineering College,2019-04-06,108,1,01:00,466
online,Virtual Labs Workshop,Vishwakarma  Government Engineering College,2019-04-10,165,2,01:00,768
online,Virtual Labs Workshop,Vishwakarma  Government Engineering College,2019-07-04,142,2,01:00,675
online,Virtual Labs Workshop,Vishwakarma  Government Engineering College,2019-08-05,105,2,01:00,317
online,Virtual Labs Workshop,Vishwakarma  Government Engineering College,2019-08-29,194,2,01:00,572
online,Virtual Labs Workshop,"Vidya Vikas Education Trusts, Universal College of Engineering",2019-08-01,123,1,02:00,272
online,Virtual Labs Workshop,"Government Engineering College, Bhuj",2019-04-02,146,1,01:00,977
online,Virtual Labs Workshop,"Government Engineering College, Bhuj",2019-04-29,112,1,01:00,601
online,Virtual Labs Workshop,"GURU NANAK KHALSA COLLEGE OF ARTS,SCIENCE AND COMMERCE",2019-03-23,120,2,02:00,1152
online,Virtual Labs Workshop,"Government Engineering College, Bhuj",2019-10-08,108,1,01:00,562
online,Virtual Labs Workshop,"Government Engineering College, Bhuj",2019-10-16,92,1,01:00,994
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-02-17,113,2,02:00,1030
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-02-18,112,2,02:00,902
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-02-22,118,2,02:00,850
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-03-07,112,2,02:00,1172
online,Virtual Labs Workshop,"Government Engineering College, Valsad",2019-04-28,199,1,01:00,1051
online,Virtual Labs Workshop,"Government Engineering College, Valsad",2019-10-21,187,2,01:00,736
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-02-12,147,1,01:00,975
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-03-01,132,1,01:00,505
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-03-01,NULL,1,01:00,NULL
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-04-03,158,2,01:00,865
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-04-09,116,1,01:00,520
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-04-10,103,2,01:00,399
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-05-02,158,2,01:00,740
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-08-01,105,1,01:00,404
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-09-13,101,2,01:00,703
online,Virtual Labs Workshop,"Lukhdhirji Engineering College, Morbi",2019-10-01,54,1,01:00,239
online,Virtual Labs Workshop,"Government Engineering College, Bharuch",2019-05-02,140,1,01:00,2199
online,Virtual Labs Workshop,Atmiya Institute of Technology and Science,2019-03-12,117,1,01:00,168
online,Virtual Labs Workshop,Government Engineering College Rajkot,2019-04-02,122,1,01:00,230
online,Virtual Labs Workshop,Government Engineering College Rajkot,2019-04-03,179,2,01:00,1557
online,Virtual Labs Workshop,Government Engineering College Rajkot,2019-09-09,150,2,01:00,1798
online,Virtual Labs Workshop,Government Engineering College Rajkot,2019-09-20,144,2,01:00,3066
online,Virtual Labs Workshop,Government Engineering College Rajkot,2019-10-01,204,2,01:00,2761
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-02-07,130,1,01:00,220
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-02-18,195,2,01:00,243
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-03-02,128,1,01:00,155
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-04-05,180,2,01:00,339
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-07-01,139,1,01:00,256
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-07-09,122,2,01:00,165
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-07-18,120,1,01:00,177
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-07-25,114,2,01:00,166
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-08-01,102,2,01:00,136
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-08-09,108,1,01:00,124
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-08-14,103,1,01:00,113
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-08-26,98,1,01:00,120
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-09-03,100,1,01:00,127
online,Virtual Labs Workshop,Marathwada Mitra Mandal Polytechnic,2019-09-12,111,1,01:00,136
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-03-07,118,2,02:00,1097
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-03-11,104,2,02:00,986
online,Virtual Labs Workshop,Don Bosco College of Engineering,2019-01-23,105,1,01:00,144
online,Virtual Labs Workshop,Don Bosco College of Engineering,2019-07-18,138,1,01:00,222
online,Virtual Labs Workshop,Don Bosco College of Engineering,2019-09-17,269,3,01:00,1500
online,Virtual Labs Workshop,Don Bosco College of Engineering,2019-10-11,138,1,01:00,809
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-04-02,110,1,01:00,370
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-04-09,104,1,01:00,415
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-04-10,103,1,01:00,506
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-04-12,158,2,01:00,504
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-04-18,110,1,01:00,193
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-04-19,160,2,01:00,834
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-08-01,104,1,01:00,313
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-09-03,137,1,01:00,373
online,Virtual Labs Workshop,Marathwada Mitra Mandal Institute of Technology,2019-10-14,251,3,01:00,553
online,Virtual Labs Workshop,Pillai College of Engineering,2019-08-29,172,2,01:00,534
online,Virtual Labs Workshop,Pillai College of Engineering,2019-10-15,179,2,01:00,615
online,Virtual Labs Workshop,Pillai College of Engineering,2019-10-16,117,1,01:00,371
online,Virtual Labs Workshop,Pillai College of Engineering,2019-10-17,261,3,01:00,917
online,Virtual Labs Workshop,"Nanasaheb Mahadik College of Engineering, Peth",2019-09-15,166,2,01:00,554
online,Virtual Labs Workshop,Sandip Institute of Technology and Research Center,2019-09-03,120,1,01:00,209
online,Virtual Labs Workshop,Sandip Institute of Technology and Research Center,2019-10-16,223,3,01:00,637
online,Virtual Labs Workshop,Sangameshwar College Solapur,2019-09-26,255,3,01:00,285
online,Virtual Labs Workshop,"Dnyanshree Institute of Engineering and Technology, Satara",2019-10-22,159,2,01:00,497
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-03-12,124,2,02:00,993
online,Virtual Labs Workshop,Matsyodari Shikshan Sansthas College of Engineering and Technology,2019-02-26,102,1,01:00,425
online,Virtual Labs Workshop,Matsyodari Shikshan Sansthas College of Engineering and Technology,2019-09-17,80,1,01:00,213
online,Virtual Labs Workshop,A C Patil College of Engineering,2019-03-29,201,3,01:00,736
online,Virtual Labs Workshop,Dhole Patil College of Engineering,2019-09-18,78,1,01:00,151
online,Virtual Labs Workshop,Anand International College of Engineering,2019-11-14,156,2,01:00,2552
online,Virtual Labs Workshop,Mukesh Patel School Of Technology Management and Engineering,2019-06-20,107,1,01:00,120
online,Virtual Labs Workshop,Mukesh Patel School Of Technology Management and Engineering,2019-08-07,160,2,01:00,268
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-03-12,124,2,02:00,993
online,Mechanical Engineering,NITK Surathkal,2020-01-10,52,1,01:00,208
online,Mechanical Engineering,NITK Surathkal,2020-01-17,74,1,01:00,296
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-08-19,102,2,02:00,1105
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-08-21,132,2,02:00,1206
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-08-24,144,2,02:00,1146
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-08-24,138,2,02:00,1259
online,Virtual Labs Workshop,"Bharati Vidyapeeth College of Engineering, Pune",2019-09-12,96,2,02:00,739
online,Virtual Labs Workshop,Dr S and S S Ghandhy Government Engineering College Surat,2019-06-21,95,2,02:00,559
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2019-03-30,102,2,02:00,276
online,Virtual Labs Workshop,Tatyasaheb Kore Institute of Engineering and Technology,2019-09-26,100,2,02:00,326
online,Virtual Lab Workshop,"Model Institute of Engineering and Technology, Kot Bhalwal, Jammu",2020-01-07,385,6,02:00,17440
online,Virtual Lab Workshop,Padre Conceicao College of Engineering,2020-01-22,128,1,03:00,5120
online,Virtual Lab workshop,National Institute of Technology Goa,2020-01-23,231,2,03:00,8316
online,Vitual Lab Workshop,"RV College of Engineering, Bangalore",2020-01-24,55,2,02:30,2200
